Country,Year,Urbanization over 1 million,GDP per capita,UrbLog,GDPLog,Urbanization Percentage,UrbPer
Afghanistan,1970,4.283834747,158.764231,1.454848577,5.067420278,11.529,11.529
Afghanistan,1971,4.374136636,161.7095169,1.47570916,5.08580162,11.917,11.917
Afghanistan,1972,4.538740029,137.0236881,1.512649447,4.920153817,12.316,12.316
Afghanistan,1973,4.789772188,144.8506007,1.56648285,4.975702871,12.726,12.726
Afghanistan,1974,5.064989548,175.6255241,1.622352074,5.168354024,13.149,13.149
Afghanistan,1975,5.371775659,188.5521199,1.681158517,5.239374467,13.583,13.583
Afghanistan,1976,5.710906932,199.5466139,1.742377843,5.296047863,14.029,14.029
Afghanistan,1977,6.085238667,226.5788846,1.805865948,5.423093161,14.487,14.487
Afghanistan,1978,6.517539892,250.0076406,1.874496988,5.52149148,14.958,14.958
Afghanistan,1979,7.03310702,278.9397791,1.950628574,5.630995913,15.435,15.435
Afghanistan,1980,7.418755881,276.2977511,2.004011372,5.621479093,15.681,15.681
Afghanistan,1981,7.90925461,268.3465601,2.068033543,5.59227928,15.93,15.93
Afghanistan,1982,8.510297286,272.1822175,2.141276876,5.606471759,16.182,16.182
Afghanistan,1983,9.210599834,277.6882049,2.220354977,5.626498919,16.437,16.437
Afghanistan,1984,9.975363173,283.4813354,2.30011837,5.647146285,16.696,16.696
Afghanistan,1985,10.75516934,288.1348451,2.375386508,5.663428583,16.958,16.958
Afghanistan,1986,11.54544766,294.8384441,2.446291217,5.686427559,17.223,17.223
Afghanistan,1987,12.27977819,261.0026273,2.50795386,5.564530474,17.491,17.491
Afghanistan,1988,12.88840039,241.9156025,2.556327712,5.488588915,17.763,17.763
Afghanistan,1989,13.22223176,298.0030091,2.581899637,5.697103584,18.038,18.038
Afghanistan,1990,13.20684094,308.7154058,2.580734948,5.732419836,18.316,18.316
Afghanistan,1991,12.83453442,264.8341752,2.552139539,5.579103876,18.597,18.597
Afghanistan,1992,12.245136,251.5661165,2.505128797,5.527705844,18.882,18.882
Afghanistan,1993,11.64330912,175.5744929,2.454731691,5.168063414,19.17,19.17
Afghanistan,1994,11.19823466,128.2740486,2.415756146,4.85416898,19.462,19.462
Afghanistan,1995,10.96716703,184.0263031,2.394905994,5.215078699,19.757,19.757
Afghanistan,1996,10.94296717,169.6610006,2.392696982,5.133802332,20.055,20.055
Afghanistan,1997,11.06811937,158.5749911,2.404068847,5.066227611,20.356,20.356
Afghanistan,1998,11.28165103,149.3555195,2.423177603,5.006329501,20.661,20.661
Afghanistan,1999,11.49772771,136.0875826,2.442149425,4.913298668,20.97,20.97
Afghanistan,2000,11.65849492,171.4885951,2.456035092,5.144516764,21.282,21.282
Afghanistan,2001,11.75052753,169.597256,2.463898136,5.133426544,21.596,21.596
Afghanistan,2002,11.80393145,193.0012908,2.46843265,5.262696877,21.915,21.915
Afghanistan,2003,11.84523352,213.5109668,2.471925552,5.363688198,22.237,22.237
Afghanistan,2004,11.91133635,232.6099365,2.477490581,5.449362958,22.562,22.562
Afghanistan,2005,12.02387046,266.3558364,2.486893879,5.584833146,22.895,22.895
Afghanistan,2006,12.18542639,293.1676095,2.500240679,5.680744492,23.237,23.237
Afghanistan,2007,12.38492886,393.9439629,2.516480319,5.976208673,23.587,23.587
Afghanistan,2008,12.6133662,398.3575797,2.534757061,5.987350043,23.946,23.946
Afghanistan,2009,12.85745256,453.7502981,2.553923609,6.117547043,24.313,24.313
Afghanistan,2010,13.10777042,566.167599,2.573205216,6.338890146,24.689,24.689
Afghanistan,2011,13.36255922,658.654922,2.592456708,6.490199759,25.074,25.074
Afghanistan,2012,13.62515413,715.2125635,2.611917653,6.57257979,25.468,25.468
Afghanistan,2013,13.8973105,707.5982985,2.631695332,6.561876558,25.871,25.871
Algeria,1970,8.720574807,351.6995414,2.165685154,5.862777236,39.5,39.5
Algeria,1971,8.764984887,356.0549839,2.170764794,5.875085168,39.665,39.665
Algeria,1972,8.812838563,463.6856145,2.176209586,6.139206768,39.831,39.831
Algeria,1973,8.860893419,580.4912895,2.181647597,6.363874796,39.997,39.997
Algeria,1974,8.907537745,811.6023062,2.186897856,6.699010449,40.163,40.163
Algeria,1975,8.95034644,926.1695387,2.19169224,6.831057305,40.33,40.33
Algeria,1976,8.990519978,1027.650814,2.196170686,6.935030713,40.497,40.497
Algeria,1977,8.937461226,1181.363886,2.19025157,7.074424886,40.928,40.928
Algeria,1978,8.736799008,1442.038886,2.167543876,7.273813284,41.794,41.794
Algeria,1979,8.533018468,1762.085718,2.143943164,7.474253453,42.665,42.665
Algeria,1980,8.325674021,2174.442171,2.119343996,7.684527438,43.542,43.542
Algeria,1981,8.115248704,2206.755414,2.093744848,7.699278577,44.42,44.42
Algeria,1982,7.905023112,2176.416345,2.067498394,7.685434925,45.303,45.303
Algeria,1983,7.699443414,2275.281634,2.041148042,7.729859119,46.189,46.189
Algeria,1984,7.503412002,2390.341987,2.015357851,7.779191725,47.079,47.079
Algeria,1985,7.319573745,2538.443898,1.990552095,7.839306534,47.968,47.968
Algeria,1986,7.148475387,2679.125334,1.966899101,7.893245652,48.86,48.86
Algeria,1987,7.013715325,2661.5863,1.947867564,7.886677577,49.722,49.722
Algeria,1988,6.951270012,2360.493667,1.938924378,7.766626057,50.511,50.511
Algeria,1989,6.896183527,2168.760443,1.930968147,7.681911059,51.298,51.298
Algeria,1990,6.848658529,2358.672702,1.924052798,7.765854325,52.085,52.085
Algeria,1991,6.808127997,1735.360541,1.918117192,7.458970475,52.871,52.871
Algeria,1992,6.775081785,1787.405906,1.913251438,7.488520633,53.657,53.657
Algeria,1993,6.750080618,1809.879916,1.909554448,7.501015777,54.439,54.439
Algeria,1994,6.735001234,1475.557816,1.907317993,7.296791378,55.219,55.219
Algeria,1995,6.730284287,1434.952921,1.906617385,7.26888732,55.997,55.997
Algeria,1996,6.73565753,1572.852224,1.907415434,7.360645953,56.774,56.774
Algeria,1997,6.749360844,1587.619448,1.909447811,7.369990971,57.544,57.544
Algeria,1998,6.770108858,1563.495997,1.912517166,7.354679617,58.313,58.313
Algeria,1999,6.757149464,1555.192894,1.910601124,7.349354865,59.118,59.118
Algeria,2000,6.748468424,1727.343923,1.909315579,7.454340203,59.919,59.919
Algeria,2001,6.743479465,1702.779539,1.908576033,7.440017218,60.712,60.712
Algeria,2002,6.741471619,1742.55978,1.908278242,7.463110449,61.501,61.501
Algeria,2003,6.739030432,2056.265878,1.907916062,7.628646936,62.284,62.284
Algeria,2004,6.732329498,2550.181943,1.90692122,7.843919986,63.061,63.061
Algeria,2005,6.718407929,3038.735967,1.904851211,8.019196908,63.83,63.83
Algeria,2006,6.69699675,3391.385869,1.90165918,8.128993928,64.593,64.593
Algeria,2007,6.669049014,3845.825086,1.897477273,8.254743446,65.348,65.348
Algeria,2008,6.636050335,4786.532893,1.892516957,8.473561606,66.097,66.097
Algeria,2009,6.599653874,3771.263214,1.887017204,8.235165294,66.822,66.822
Algeria,2010,6.561894103,4349.569325,1.881279296,8.377832113,67.526,67.526
Algeria,2011,6.522981434,5274.059424,1.875331547,8.570555634,68.209,68.209
Algeria,2012,6.483392563,5401.126796,1.869243917,8.594362877,68.87,68.87
Algeria,2013,6.445022691,5324.501235,1.863308157,8.580074321,69.51,69.51
Angola,1970,8.768292368,483.2280317,2.171142075,6.180488658,14.957,14.957
Angola,1971,9.153883463,498.4339856,2.214178211,6.211471155,15.434,15.434
Angola,1972,9.47568325,502.3630702,2.248728859,6.219323106,15.875,15.875
Angola,1973,9.79739705,599.97159,2.282116743,6.396882304,16.324,16.324
Angola,1974,10.12236745,656.4444643,2.314747574,6.486838097,16.785,16.785
Angola,1975,10.45040487,471.6817852,2.346640721,6.156304574,17.255,17.255
Angola,1976,10.78486996,439.8565059,2.378144222,6.086448551,17.737,17.737
Angola,1977,11.12249,468.6453388,2.408969185,6.149846275,18.228,18.228
Angola,1978,11.45956458,507.1083669,2.438824716,6.228724722,18.73,18.73
Angola,1979,11.7867949,546.5977143,2.466979829,6.303713092,19.242,19.242
Angola,1980,12.1008634,705.74512,2.493276805,6.559254152,19.766,19.766
Angola,1981,12.3945218,638.3928901,2.517254585,6.458953909,20.299,20.299
Angola,1982,12.67763382,615.9267821,2.539839324,6.423128096,20.843,20.843
Angola,1983,12.96963061,619.2134019,2.562610518,6.428449966,21.398,21.398
Angola,1984,13.3560955,634.3406473,2.591972872,6.452586109,21.965,21.965
Angola,1985,13.79153599,757.4691445,2.62405507,6.629982803,22.541,22.541
Angola,1986,14.28942186,691.256309,2.659519533,6.53851068,23.128,23.128
Angola,1987,14.84248232,775.9852989,2.697493496,6.654133575,23.725,23.725
Angola,1988,15.43331814,817.4983412,2.736528688,6.706248874,24.334,24.334
Angola,1989,16.0287104,927.3592104,2.774381514,6.832340988,24.952,24.952
Angola,1990,16.61138875,996.4228349,2.810088529,6.904171701,25.582,25.582
Angola,1991,17.16972565,1142.200957,2.843147696,7.040712344,26.221,26.221
Angola,1992,17.71408587,1270.080447,2.874360135,7.146835522,26.872,26.872
Angola,1993,18.2599588,890.4519071,2.904710619,6.791729095,27.53,27.53
Angola,1994,18.78576893,887.4348407,2.933099611,6.7883351,28.2,28.2
Angola,1995,19.36193551,412.5690478,2.963309052,6.02240358,28.88,28.88
Angola,1996,19.99887568,524.0789341,2.995676056,6.261642311,29.57,29.57
Angola,1997,20.67525432,597.9317814,3.028937542,6.39347667,30.268,30.268
Angola,1998,21.38071947,490.5820149,3.062489557,6.195592472,30.975,30.975
Angola,1999,22.0818281,450.6277099,3.094755012,6.110641522,31.692,31.692
Angola,2000,22.75794564,636.1592668,3.124914343,6.455448951,32.419,32.419
Angola,2001,23.39684245,658.4158499,3.152601075,6.489836722,33.152,33.152
Angola,2002,24.01443744,767.9226056,3.178655209,6.643688954,33.895,33.895
Angola,2003,24.62349739,905.0126624,3.203701166,6.807948935,34.645,34.645
Angola,2004,25.24736155,1237.753057,3.228721657,7.121052964,35.405,35.405
Angola,2005,25.89559135,1983.190873,3.254072736,7.592462379,36.169,36.169
Angola,2006,26.57822857,2440.631642,3.280092406,7.800012154,36.942,36.942
Angola,2007,27.29123826,3412.718807,3.306565708,8.135264557,37.722,37.722
Angola,2008,27.53047718,4596.268275,3.315293652,8.433000009,38.509,38.509
Angola,2009,27.78366483,3988.683498,3.324448252,8.291216505,39.299,39.299
Angola,2010,28.05608579,4220.803103,3.334205571,8.347780698,40.097,40.097
Angola,2011,28.34809759,5159.237042,3.344559924,8.548543987,40.9,40.9
Angola,2012,28.65994493,5539.587986,3.355500501,8.619675406,41.699,41.699
Angola,2013,28.98838364,5667.587577,3.366895186,8.642518835,42.49,42.49
Argentina,1970,40.58065356,1565.466244,3.70329144,7.355938978,78.88,78.88
Argentina,1971,40.60932285,1842.625851,3.703997667,7.518946926,79.321,79.321
Argentina,1972,40.55579337,1689.326696,3.70267864,7.432085324,79.743,79.743
Argentina,1973,40.48909854,1816.491236,3.701032766,7.504662027,80.158,80.158
Argentina,1974,40.43257231,2051.603094,3.699635705,7.626376764,80.567,80.567
Argentina,1975,40.39898747,2192.078329,3.698804722,7.692605381,80.969,80.969
Argentina,1976,40.39316436,2276.043079,3.698660572,7.730193723,81.366,81.366
Argentina,1977,40.40681428,2532.766547,3.698998441,7.837067481,81.755,81.755
Argentina,1978,40.43455243,2584.489542,3.699684678,7.857283298,82.139,82.139
Argentina,1979,40.46401678,2950.053085,3.700413105,7.989578444,82.516,82.516
Argentina,1980,40.48833336,3214.283301,3.701013867,8.075359688,82.887,82.887
Argentina,1981,40.39152476,3273.927307,3.69861998,8.093745555,83.313,83.313
Argentina,1982,40.24226166,3316.13785,3.694917728,8.106556087,83.759,83.759
Argentina,1983,40.09281816,3534.415798,3.69119722,8.170303302,84.194,84.194
Argentina,1984,39.94743257,3676.85962,3.687564404,8.209814303,84.621,84.621
Argentina,1985,39.80697828,3477.751946,3.684042231,8.154141371,85.038,85.038
Argentina,1986,39.67382182,4115.049454,3.68069157,8.322406131,85.445,85.445
Argentina,1987,39.54734433,4167.275912,3.677498545,8.335017843,85.843,85.843
Argentina,1988,39.42991214,4789.413695,3.67452472,8.474163281,86.233,86.233
Argentina,1989,39.32153858,2851.247399,3.671772424,7.955511861,86.613,86.613
Argentina,1990,39.22550322,5186.21178,3.669327128,8.553758802,86.984,86.984
Argentina,1991,39.16232509,6865.613866,3.66771519,8.834280734,87.328,87.328
Argentina,1992,39.24846609,8169.480668,3.669912363,9.00816062,87.542,87.542
Argentina,1993,39.34571831,8344.480386,3.672387159,9.029355568,87.752,87.752
Argentina,1994,39.45550065,8967.063785,3.675173471,9.101313564,87.96,87.96
Argentina,1995,39.57652086,8869.160299,3.678236035,9.090335403,88.164,88.164
Argentina,1996,39.70869783,9240.929881,3.681570253,9.131397796,88.366,88.366
Argentina,1997,39.85071158,9826.822342,3.685140262,9.1928709,88.564,88.564
Argentina,1998,40.00930839,9914.87747,3.689112137,9.201791683,88.759,88.759
Argentina,1999,40.18909116,9298.929183,3.693595595,9.137654531,88.952,88.952
Argentina,2000,40.39427942,9223.122112,3.698688176,9.129468883,89.142,89.142
Argentina,2001,40.62358101,8633.253032,3.704348711,9.063376658,89.329,89.329
Argentina,2002,40.80356824,3246.12729,3.708769534,8.085217962,89.519,89.519
Argentina,2003,40.95392067,4085.443129,3.712447549,8.315185479,89.71,89.71
Argentina,2004,41.11383973,4784.690589,3.716344798,8.473176639,89.899,89.899
Argentina,2005,41.27550782,5767.741651,3.720269293,8.660035888,90.084,90.084
Argentina,2006,41.43972636,6790.080753,3.724239995,8.823218113,90.266,90.266
Argentina,2007,41.60644902,8437.681284,3.72825518,9.04046282,90.445,90.445
Argentina,2008,41.77544442,10291.98246,3.732308713,9.239120469,90.622,90.622
Argentina,2009,41.94396007,9505.738432,3.736334443,9.159650941,90.795,90.795
Argentina,2010,42.114028,11507.74617,3.740380892,9.350775668,90.966,90.966
Argentina,2011,42.2840035,13758.87303,3.744408847,9.529439206,91.133,91.133
Argentina,2012,42.45494437,14724.78958,3.748443381,9.597287718,91.295,91.295
Argentina,2013,42.62726472,14759.51229,3.752494065,9.599643055,91.452,91.452
Australia,1970,62.64001759,3503.699971,4.137404332,8.161574824,85.265,85.265
Australia,1971,63.45962743,3837.301726,4.150403915,8.252524723,85.6,85.6
Australia,1972,63.10374896,4443.926147,4.144780181,8.399293532,85.681,85.681
Australia,1973,62.94384903,6330.969798,4.142243044,8.75320871,85.761,85.761
Australia,1974,62.16100707,7449.996657,4.129727907,8.915968863,85.841,85.841
Australia,1975,62.19297488,7851.047681,4.130242049,8.968402264,85.921,85.921
Australia,1976,62.36933656,8362.528921,4.133073753,9.031516163,86,86
Australia,1977,62.30426297,8194.5612,4.13202985,9.011225945,85.94,85.94
Australia,1978,62.2190904,9457.022976,4.130661872,9.154512917,85.881,85.881
Australia,1979,62.18668182,10351.82647,4.130140858,9.244918254,85.821,85.821
Australia,1980,62.07080044,11794.15402,4.128275676,9.375359266,85.76,85.76
Australia,1981,61.72835131,13565.1489,4.122743328,9.515259202,85.7,85.7
Australia,1982,61.51336144,12721.74758,4.11925441,9.451068216,85.64,85.64
Australia,1983,61.55699785,12571.89496,4.11996354,9.439219043,85.58,85.58
Australia,1984,61.67647324,13285.14435,4.121902549,9.494401724,85.52,85.52
Australia,1985,61.65057748,11538.97073,4.121482597,9.353485345,85.46,85.46
Australia,1986,61.46087,11942.68647,4.118400712,9.387874359,85.4,85.4
Australia,1987,61.43071465,13974.06071,4.117909949,9.544958084,85.4,85.4
Australia,1988,61.33282322,17404.21328,4.116315152,9.764467598,85.4,85.4
Australia,1989,61.19980493,18989.08276,4.114144002,9.851619501,85.4,85.4
Australia,1990,61.20001055,18939.95531,4.114147362,9.849029007,85.4,85.4
Australia,1991,61.32638278,19027.22009,4.116210138,9.853625869,85.4,85.4
Australia,1992,61.23574164,18602.05452,4.114731033,9.831027312,85.566,85.566
Australia,1993,61.28902474,17903.26537,4.115600785,9.792738398,85.748,85.748
Australia,1994,61.2958051,20232.70896,4.115711408,9.915055829,85.928,85.928
Australia,1995,61.2126992,21647.36557,4.114354671,9.982639043,86.106,86.106
Australia,1996,61.06824313,23763.90689,4.111991979,10.07592319,86.283,86.283
Australia,1997,61.14366258,23549.36643,4.113226219,10.0668542,86.504,86.504
Australia,1998,61.2675966,20742.06881,4.1152511,9.939919227,86.727,86.727
Australia,1999,61.33078833,22417.79028,4.116281973,10.01761013,86.947,86.947
Australia,2000,61.36507597,21239.65657,4.116840878,9.963625306,87.165,87.165
Australia,2001,61.30214805,20008.17948,4.115814884,9.903896443,87.378,87.378
Australia,2002,61.33948217,22081.82251,4.116423717,10.00251004,87.541,87.541
Australia,2003,61.37061833,28017.35688,4.116931192,10.24057949,87.695,87.695
Australia,2004,61.45074376,33562.69584,4.118235939,10.42117049,87.849,87.849
Australia,2005,61.4321984,37151.52963,4.117934102,10.52276022,88,88
Australia,2006,61.32073785,39249.24585,4.116118087,10.57768751,88.15,88.15
Australia,2007,61.61294628,46432.18195,4.120872015,10.74574807,88.298,88.298
Australia,2008,61.06070346,48775.93906,4.111868508,10.79499242,88.445,88.445
Australia,2009,60.47833042,45878.19145,4.102285126,10.73374515,88.59,88.59
Australia,2010,60.20715511,57592.70438,4.097791201,10.96115118,88.733,88.733
Australia,2011,60.03833483,67407.39337,4.094983272,11.11850998,88.875,88.875
Australia,2012,59.67159884,68458.91899,4.088856176,11.13398912,89.015,89.015
Australia,2013,59.29307848,65600.45543,4.082492579,11.09133792,89.153,89.153
Austria,1970,21.70240171,2047.672585,3.077422932,7.624459103,65.258,65.258
Austria,1971,21.5804531,2367.415918,3.071787956,7.769554309,65.301,65.301
Austria,1972,21.33496973,2911.249071,3.060347498,7.976337502,65.311,65.311
Austria,1973,21.09833558,3880.063608,3.049194155,8.263606826,65.321,65.321
Austria,1974,20.94440112,4613.39607,3.041871361,8.436719539,65.331,65.331
Austria,1975,20.88233614,5245.160298,3.038903641,8.565061082,65.341,65.341
Austria,1976,20.80184786,5626.681137,3.035041822,8.635275051,65.351,65.351
Austria,1977,20.67747208,6762.777615,3.029044802,8.819188974,65.361,65.361
Austria,1978,20.57822317,8160.416389,3.024233389,9.007050475,65.371,65.371
Austria,1979,20.4977995,9747.025,3.020317539,9.184717389,65.381,65.381
Austria,1980,20.38272278,10834.67246,3.014687619,9.290506684,65.391,65.391
Austria,1981,20.2341218,9385.509824,3.007370377,9.146922271,65.405,65.405
Austria,1982,20.23081168,9415.649963,3.007206773,9.150128474,65.446,65.446
Austria,1983,20.27473218,9519.217478,3.009375391,9.161067927,65.486,65.486
Austria,1984,20.28724975,8963.173262,3.009992598,9.100879602,65.526,65.526
Austria,1985,20.28893646,9137.042214,3.010075736,9.120092003,65.566,65.566
Austria,1986,20.28726277,13026.6656,3.009993239,9.474753736,65.606,65.606
Austria,1987,20.28564994,16314.2701,3.009913737,9.69979547,65.646,65.646
Austria,1988,20.26817073,17486.49473,3.009051711,9.769184132,65.686,65.686
Austria,1989,20.18822067,17400.47984,3.005099299,9.764253062,65.725,65.725
Austria,1990,20.04605456,21651.46328,2.998032354,9.982828319,65.765,65.765
Austria,1991,19.85817725,22438.67387,2.988615874,10.01854126,65.8,65.8
Austria,1992,19.6539114,24957.92449,2.978276372,10.12494667,65.8,65.8
Austria,1993,19.50545896,24123.80249,2.970694373,10.09095429,65.8,65.8
Austria,1994,19.4434483,25579.4718,2.967510165,10.14954543,65.8,65.8
Austria,1995,19.42662297,30114.28215,2.966644443,10.31275483,65.8,65.8
Austria,1996,19.41333961,29557.26905,2.965960439,10.29408498,65.8,65.8
Austria,1997,19.40422997,26493.15304,2.965491082,10.1846416,65.8,65.8
Austria,1998,19.39584963,27179.04746,2.965059107,10.21020164,65.8,65.8
Austria,1999,19.371024,27063.33418,2.963778341,10.20593511,65.8,65.8
Austria,2000,19.33738048,24490.6634,2.962040035,10.10604724,65.8,65.8
Austria,2001,19.30892098,24467.77467,2.960567216,10.10511221,65.801,65.801
Austria,2002,19.48111083,26320.51144,2.969445321,10.17810382,65.806,65.806
Austria,2003,19.65577954,32019.29264,2.978371419,10.3740939,65.812,65.812
Austria,2004,19.80599283,36600.08531,2.98598456,10.50780585,65.818,65.818
Austria,2005,19.94444707,38191.08464,2.992950762,10.55035738,65.824,65.824
Austria,2006,20.04701861,40386.17552,2.998080445,10.60624282,65.829,65.829
Austria,2007,20.10833119,46494.71493,3.001134216,10.74709393,65.835,65.835
Austria,2008,20.17225028,51261.18077,3.004307911,10.84468903,65.841,65.841
Austria,2009,20.24636946,47489.74047,3.007975492,10.76826898,65.847,65.847
Austria,2010,20.32531252,46377.01293,3.011867031,10.7445592,65.852,65.852
Austria,2011,20.38485193,50884.04192,3.014792073,10.83730464,65.858,65.858
Austria,2012,20.42044885,48154.25493,3.016536793,10.78216478,65.864,65.864
Austria,2013,20.42882263,50419.61467,3.016946778,10.82813556,65.884,65.884
Bangladesh,1970,3.629857198,107.4017117,1.289193308,4.67657612,7.593,7.593
Bangladesh,1971,3.90541071,94.80391992,1.362362953,4.551810758,7.901,7.901
Bangladesh,1972,4.218031496,103.9505894,1.439368549,4.643915684,8.221,8.221
Bangladesh,1973,4.561790117,111.5945072,1.517715116,4.71487183,8.553,8.553
Bangladesh,1974,4.887245428,131.156251,1.586628838,4.876389368,9.034,9.034
Bangladesh,1975,5.133443741,134.8162324,1.635776729,4.90391261,9.836,9.836
Bangladesh,1976,5.373411393,146.8551071,1.681462976,4.989446435,10.701,10.701
Bangladesh,1977,5.608069701,150.7170496,1.724206579,5.015404235,11.63,11.63
Bangladesh,1978,5.843251001,187.875709,1.76528732,5.235780622,12.629,12.629
Bangladesh,1979,6.086014575,211.4076934,1.805993446,5.353788465,13.701,13.701
Bangladesh,1980,6.34301085,233.086692,1.847353553,5.451410453,14.851,14.851
Bangladesh,1981,6.594076066,230.0915872,1.88617168,5.438477435,15.801,15.801
Bangladesh,1982,6.814960185,203.8913032,1.919120223,5.317587024,16.212,16.212
Bangladesh,1983,7.0461393,202.6385693,1.95247985,5.311423945,16.631,16.631
Bangladesh,1984,7.2869372,231.3050306,1.986083321,5.443737318,17.06,17.06
Bangladesh,1985,7.535013944,233.6859193,2.019560683,5.453977989,17.496,17.496
Bangladesh,1986,7.792577926,239.9704778,2.053171733,5.480515907,17.941,17.941
Bangladesh,1987,8.061090552,265.4658538,2.087048852,5.581486221,18.395,18.395
Bangladesh,1988,8.344386136,279.2740764,2.121588994,5.632193652,18.859,18.859
Bangladesh,1989,8.644439417,295.6947411,2.156916272,5.689327642,19.33,19.33
Bangladesh,1990,8.966669509,301.169711,2.193514315,5.70767393,19.811,19.811
Bangladesh,1991,9.256728933,314.3684046,2.225350739,5.750565561,20.257,20.257
Bangladesh,1992,9.437284219,313.7659519,2.24466825,5.748647332,20.61,20.61
Bangladesh,1993,9.627997876,316.9816335,2.264675299,5.758843834,20.966,20.966
Bangladesh,1994,9.827716559,329.7890526,2.285206614,5.798453216,21.328,21.328
Bangladesh,1995,10.03418423,363.101409,2.305997686,5.894682159,21.693,21.693
Bangladesh,1996,10.24794296,373.7160937,2.327076999,5.923496401,22.064,22.064
Bangladesh,1997,10.46894475,378.7400457,2.348413232,5.936850074,22.438,22.438
Bangladesh,1998,10.70123545,384.8036122,2.370359197,5.952733106,22.818,22.818
Bangladesh,1999,10.94731307,395.8461757,2.393094044,5.981025691,23.202,23.202
Bangladesh,2000,11.21042452,394.7981208,2.416844106,5.978374548,23.59,23.59
Bangladesh,2001,11.41731667,387.6101465,2.435131209,5.960000057,24.096,24.096
Bangladesh,2002,11.54716347,395.9500776,2.44643982,5.981288137,24.756,24.756
Bangladesh,2003,11.69217065,426.8761202,2.458919443,6.056493855,25.429,25.429
Bangladesh,2004,11.8555973,455.3491413,2.472800102,6.121064468,26.114,26.114
Bangladesh,2005,12.03763813,462.7805074,2.488038252,6.137252876,26.809,26.809
Bangladesh,2006,12.24137702,478.5123127,2.504821772,6.170681942,27.517,27.517
Bangladesh,2007,12.46486385,538.3895084,2.522913794,6.288582292,28.237,28.237
Bangladesh,2008,12.70306089,618.0900425,2.541842979,6.426634147,28.968,28.968
Bangladesh,2009,12.94649342,684.6561645,2.560824973,6.528916763,29.709,29.709
Bangladesh,2010,13.19081644,758.2198437,2.579520863,6.630973375,30.462,30.462
Bangladesh,2011,13.4332948,808.7454858,2.597736312,6.695484264,31.225,31.225
Bangladesh,2012,13.67555168,833.2460729,2.61560969,6.725329004,31.99,31.99
Bangladesh,2013,13.92021986,980.267391,2.633342449,6.887825382,32.753,32.753
Belgium,1970,16.2355864,2773.977542,2.787205524,7.928037505,93.843,93.843
Belgium,1971,16.29446504,3088.396015,2.790825482,8.035407146,93.976,93.976
Belgium,1972,16.31778637,3844.443147,2.792255701,8.254384046,94.106,94.106
Belgium,1973,16.35346735,4923.315275,2.794439945,8.501737419,94.233,94.233
Belgium,1974,16.38935048,5768.032587,2.796631763,8.660086329,94.358,94.358
Belgium,1975,16.42953054,6748.540181,2.799080358,8.817081491,94.48,94.48
Belgium,1976,16.48810931,7293.426024,2.802639473,8.894728677,94.6,94.6
Belgium,1977,16.55578566,8479.113721,2.806735627,9.045361209,94.806,94.806
Belgium,1978,16.6288871,10343.83583,2.81114137,9.244146049,95.005,95.005
Belgium,1979,16.70287566,11862.89786,2.8155809,9.381170982,95.196,95.196
Belgium,1980,16.77390615,12917.89283,2.819824474,9.46636867,95.381,95.381
Belgium,1981,16.84683064,10656.08225,2.824162547,9.273886111,95.535,95.535
Belgium,1982,16.89000429,9363.53017,2.826721985,9.144577653,95.637,95.637
Belgium,1983,16.93003515,8859.001216,2.829089272,9.089189308,95.737,95.737
Belgium,1984,16.96911086,8463.807399,2.831394683,9.043554399,95.835,95.835
Belgium,1985,17.00286702,8752.653293,2.833381978,9.077112167,95.93,95.93
Belgium,1986,17.03573467,12164.62888,2.835313177,9.406287748,96.023,96.023
Belgium,1987,17.06020344,15123.17555,2.836748467,9.623983651,96.115,96.115
Belgium,1988,17.04505425,16404.14264,2.835860088,9.705289182,96.204,96.204
Belgium,1989,17.02209274,16563.74689,2.834512073,9.714971664,96.292,96.292
Belgium,1990,17.0102692,20656.11717,2.833817232,9.935766786,96.377,96.377
Belgium,1991,16.98600008,21107.58466,2.83238948,9.957387717,96.461,96.461
Belgium,1992,16.95602,23451.49835,2.830622933,10.06268967,96.542,96.542
Belgium,1993,16.92854611,22353.33061,2.829001316,10.01473061,96.622,96.622
Belgium,1994,16.9151063,24268.14494,2.828207087,10.09691986,96.7,96.7
Belgium,1995,16.91837798,28451.95839,2.828400486,10.25597227,96.777,96.777
Belgium,1996,17.03546164,27563.74671,2.83529715,10.22425666,96.851,96.851
Belgium,1997,17.14495624,24896.80307,2.841704034,10.12249468,96.924,96.924
Belgium,1998,17.26026286,25415.19638,2.848406915,10.14310256,96.996,96.996
Belgium,1999,17.37362805,25351.26955,2.854953427,10.14058409,97.065,97.065
Belgium,2000,17.4856237,23113.29531,2.86137904,10.04816329,97.128,97.128
Belgium,2001,17.58007771,23046.34274,2.866766313,10.04526237,97.184,97.184
Belgium,2002,17.6568176,24992.99829,2.871121975,10.126351,97.239,97.239
Belgium,2003,17.73915196,30675.25475,2.875774172,10.33121157,97.292,97.292
Belgium,2004,17.8195623,35481.48259,2.880296859,10.47676622,97.345,97.345
Belgium,2005,17.87892429,36823.56656,2.883622605,10.51389331,97.397,97.397
Belgium,2006,17.91907969,38788.11442,2.88586605,10.56586915,97.448,97.448
Belgium,2007,17.94588592,44229.44191,2.887360892,10.69714595,97.497,97.497
Belgium,2008,17.96295845,48280.88868,2.888311774,10.78479108,97.546,97.546
Belgium,2009,17.97698567,44723.2702,2.889092366,10.70824923,97.594,97.594
