Country,Year,GDP per capita,LogGDP,UrbPer,LogGDP
Afghanistan,1971,0.018551319,0.003627357,0.033654263,0.003627357
Afghanistan,1972,-0.152655386,-0.032570638,0.033481581,-0.032570638
Afghanistan,1973,0.057120872,0.011290105,0.033290029,0.011290105
Afghanistan,1974,0.212459757,0.03871838,0.033239038,0.03871838
Afghanistan,1975,0.073603173,0.013741404,0.033006312,0.013741404
Afghanistan,1976,0.058310105,0.010816825,0.032835162,0.010816825
Afghanistan,1977,0.135468451,0.023988699,0.03264666,0.023988699
Afghanistan,1978,0.103402204,0.018144317,0.032511907,0.018144317
Afghanistan,1979,0.115725017,0.019832401,0.03188929,0.019832401
Afghanistan,1980,-0.009471679,-0.001690078,0.015937804,-0.001690078
Afghanistan,1981,-0.028777618,-0.005194329,0.015879089,-0.005194329
Afghanistan,1982,0.014293671,0.00253787,0.015819209,0.00253787
Afghanistan,1983,0.020229049,0.00357215,0.01575825,0.00357215
Afghanistan,1984,0.020861997,0.003669665,0.015757133,0.003669665
Afghanistan,1985,0.016415577,0.002883279,0.015692381,0.002883279
Afghanistan,1986,0.023265492,0.004060963,0.015626843,0.004060963
Afghanistan,1987,-0.114760532,-0.021436497,0.015560588,-0.021436497
Afghanistan,1988,-0.073129627,-0.013647433,0.015550855,-0.013647433
Afghanistan,1989,0.231847,0.037990579,0.015481619,0.037990579
Afghanistan,1990,0.035947277,0.006198984,0.015411908,0.006198984
Afghanistan,1991,-0.14214137,-0.026745417,0.015341778,-0.026745417
Afghanistan,1992,-0.050099496,-0.009212596,0.015325052,-0.009212596
Afghanistan,1993,-0.302074161,-0.065061789,0.015252622,-0.065061789
Afghanistan,1994,-0.26940385,-0.060737342,0.015232134,-0.060737342
Afghanistan,1995,0.434633935,0.074350465,0.015157743,0.074350465
Afghanistan,1996,-0.078061137,-0.015584878,0.015083262,-0.015584878
Afghanistan,1997,-0.06534212,-0.013162704,0.015008726,-0.013162704
Afghanistan,1998,-0.058139506,-0.01182302,0.014983297,-0.01182302
Afghanistan,1999,-0.088834594,-0.018582643,0.014955714,-0.018582643
Afghanistan,2000,0.260134039,0.047059646,0.014878398,0.047059646
Afghanistan,2001,-0.01102895,-0.002155736,0.014754252,-0.002155736
Afghanistan,2002,0.137997721,0.025182075,0.014771254,0.025182075
Afghanistan,2003,0.106267041,0.019190032,0.014693133,0.019190032
Afghanistan,2004,0.089451938,0.015973106,0.014615281,0.015973106
Afghanistan,2005,0.145075057,0.024859821,0.01475933,0.024859821
Afghanistan,2006,0.100661482,0.017173538,0.014937759,0.017173538
Afghanistan,2007,0.343749958,0.052011524,0.015062185,0.052011524
Afghanistan,2008,0.011203667,0.001864287,0.015220248,0.001864287
Afghanistan,2009,0.139052754,0.021745346,0.015326151,0.021745346
Afghanistan,2010,0.247751465,0.036181676,0.015464978,0.036181676
Afghanistan,2011,0.163356793,0.023870048,0.015593989,0.023870048
Afghanistan,2012,0.085868396,0.012692989,0.015713488,0.012692989
Afghanistan,2013,-0.010646157,-0.001628467,0.015823779,-0.001628467
Algeria,1971,0.012383987,0.002099335,0.004177215,0.002099335
Algeria,1972,0.302286544,0.044956216,0.00418505,0.044956216
Algeria,1973,0.251907049,0.036595612,0.004167608,0.036595612
Algeria,1974,0.398130034,0.052662201,0.004150311,0.052662201
Algeria,1975,0.141161788,0.019711397,0.004158056,0.019711397
Algeria,1976,0.109570949,0.01522069,0.004140838,0.01522069
Algeria,1977,0.149577142,0.020100008,0.010642764,0.020100008
Algeria,1978,0.220655975,0.028184397,0.021159109,0.028184397
Algeria,1979,0.2219405,0.027556408,0.020840312,0.027556408
Algeria,1980,0.234016114,0.028133109,0.02055549,0.028133109
Algeria,1981,0.014860475,0.00191959,0.020164439,0.00191959
Algeria,1982,-0.01374827,-0.001798045,0.019878433,-0.001798045
Algeria,1983,0.045425724,0.00578031,0.019557204,0.00578031
Algeria,1984,0.050569719,0.006382083,0.019268657,0.006382083
Algeria,1985,0.061958461,0.007727642,0.018883154,0.007727642
Algeria,1986,0.055420345,0.006880598,0.01859573,0.006880598
Algeria,1987,-0.006546552,-0.000832113,0.017642243,-0.000832113
Algeria,1988,-0.113125257,-0.015222065,0.015868227,-0.015222065
Algeria,1989,-0.081225901,-0.010907568,0.015580765,-0.010907568
Algeria,1990,0.087567191,0.010927394,0.015341729,0.010927394
Algeria,1991,-0.264263948,-0.039517075,0.015090717,-0.039517075
Algeria,1992,0.029991096,0.003961694,0.014866373,0.003961694
Algeria,1993,0.012573535,0.001668573,0.014574054,0.001668573
Algeria,1994,-0.184720598,-0.027226232,0.014327963,-0.027226232
Algeria,1995,-0.027518335,-0.003824155,0.014089353,-0.003824155
Algeria,1996,0.096100228,0.012623477,0.013875743,0.012623477
Algeria,1997,0.009388818,0.001269592,0.013562546,0.001269592
Algeria,1998,-0.015194731,-0.002077527,0.013363687,-0.002077527
Algeria,1999,-0.005310601,-0.000723995,0.013804812,-0.000723995
Algeria,2000,0.110694326,0.014284973,0.013549173,0.014284973
Algeria,2001,-0.014220899,-0.001921429,0.013234533,-0.001921429
Algeria,2002,0.023361944,0.003103922,0.012995783,0.003103922
Algeria,2003,0.180026018,0.022180629,0.0127315,0.022180629
Algeria,2004,0.240200487,0.028219034,0.012475114,0.028219034
Algeria,2005,0.191576144,0.022345578,0.012194542,0.022345578
Algeria,2006,0.116051511,0.013691773,0.011953627,0.013691773
Algeria,2007,0.133998086,0.01546926,0.011688573,0.01546926
Algeria,2008,0.244604938,0.026508172,0.011461713,0.026508172
Algeria,2009,-0.212109621,-0.028134133,0.010968728,-0.028134133
Algeria,2010,0.153345465,0.017324099,0.010535452,0.017324099
Algeria,2011,0.212547503,0.023003985,0.010114623,0.023003985
Algeria,2012,0.024092897,0.002777795,0.009690803,0.002777795
Algeria,2013,-0.014186958,-0.00166255,0.009292871,-0.00166255
Angola,1971,0.03146745,0.005012953,0.031891422,0.005012953
Angola,1972,0.007882859,0.001264105,0.02857328,0.001264105
Angola,1973,0.194298756,0.028549602,0.028283465,0.028549602
Angola,1974,0.094125914,0.014062443,0.028240627,0.014062443
Angola,1975,-0.281459726,-0.050954489,0.028001192,-0.050954489
Angola,1976,-0.067471928,-0.011347071,0.027933932,-0.011347071
Angola,1977,0.065450511,0.01041621,0.027682246,0.01041621
Angola,1978,0.082072785,0.012826084,0.027540048,0.012826084
Angola,1979,0.077871615,0.012039121,0.027335825,0.012039121
Angola,1980,0.291160028,0.040538181,0.027232096,0.040538181
Angola,1981,-0.095434213,-0.01529141,0.026965496,-0.01529141
Angola,1982,-0.035191664,-0.00554669,0.02679935,-0.00554669
Angola,1983,0.005336056,0.000828548,0.026627645,0.000828548
Angola,1984,0.024429777,0.003754582,0.026497804,0.003754582
Angola,1985,0.194104694,0.02749234,0.026223537,0.02749234
Angola,1986,-0.087413244,-0.013796736,0.026041436,-0.013796736
Angola,1987,0.122572465,0.017683369,0.025812868,0.017683369
Angola,1988,0.053497202,0.007832019,0.025669125,0.007832019
Angola,1989,0.134386657,0.018802182,0.025396564,0.018802182
Angola,1990,0.074473434,0.010513338,0.025248477,0.010513338
Angola,1991,0.146301467,0.019776542,0.024978501,0.019776542
Angola,1992,0.111958836,0.01507279,0.024827428,0.01507279
Angola,1993,-0.298901177,-0.049687225,0.024486454,-0.049687225
Angola,1994,-0.003388242,-0.000499725,0.024337087,-0.000499725
Angola,1995,-0.535099335,-0.112830541,0.024113475,-0.112830541
Angola,1996,0.270281755,0.039724792,0.023891967,0.039724792
Angola,1997,0.140919321,0.021054278,0.023605005,0.021054278
Angola,1998,-0.179535141,-0.030950953,0.023358002,-0.030950953
Angola,1999,-0.081442662,-0.013711514,0.0231477,-0.013711514
Angola,2000,0.411718039,0.05642737,0.022939543,0.05642737
Angola,2001,0.034985866,0.005326937,0.022610198,0.005326937
Angola,2002,0.166318529,0.023706641,0.022411921,0.023706641
Angola,2003,0.178520668,0.024724213,0.022127157,0.024724213
Angola,2004,0.3676638,0.045990949,0.021936787,0.045990949
Angola,2005,0.602250838,0.066199397,0.021578873,0.066199397
Angola,2006,0.230658972,0.027336293,0.021371893,0.027336293
Angola,2007,0.398293273,0.04298101,0.021114179,0.04298101
Angola,2008,0.346805446,0.036598128,0.020863157,0.036598128
Angola,2009,-0.132190886,-0.016812938,0.020514685,-0.016812938
Angola,2010,0.058194541,0.006822183,0.02030586,0.006822183
Angola,2011,0.222335398,0.0240499,0.020026436,0.0240499
Angola,2012,0.073722324,0.008320881,0.019535452,0.008320881
Angola,2013,0.023106338,0.00265015,0.01896928,0.00265015
Argentina,1971,0.177046045,0.022160046,0.005590771,0.022160046
Argentina,1972,-0.08319603,-0.011552363,0.005320155,-0.011552363
Argentina,1973,0.07527528,0.009765322,0.005204219,0.009765322
Argentina,1974,0.12943187,0.01621855,0.005102423,0.01621855
Argentina,1975,0.068470961,0.008684152,0.004989636,0.008684152
Argentina,1976,0.038303718,0.004886295,0.004903111,0.004886295
Argentina,1977,0.112793765,0.013825495,0.004780867,0.013825495
Argentina,1978,0.020421541,0.002579513,0.00469696,0.002579513
Argentina,1979,0.141445162,0.016837263,0.004589781,0.016837263
Argentina,1980,0.089567953,0.010736642,0.004496098,0.010736642
Argentina,1981,0.018555927,0.002276786,0.005139527,0.002276786
Argentina,1982,0.012892938,0.001582769,0.005353306,0.001582769
Argentina,1983,0.065822942,0.007863662,0.005193472,0.007863662
Argentina,1984,0.040301942,0.004835928,0.00507162,0.004835928
Argentina,1985,-0.054151557,-0.006781266,0.004927855,-0.006781266
Argentina,1986,0.183249846,0.020635497,0.004786096,0.020635497
Argentina,1987,0.012691575,0.001515393,0.004657967,0.001515393
Argentina,1988,0.149291239,0.016694078,0.004543178,0.016694078
Argentina,1989,-0.404677152,-0.06120385,0.004406666,-0.06120385
Argentina,1990,0.818927316,0.075199051,0.004283422,0.075199051
Argentina,1991,0.323820576,0.032795165,0.00395475,0.032795165
Argentina,1992,0.189912632,0.019682404,0.002450531,0.019682404
Argentina,1993,0.021421156,0.002352861,0.002398849,0.002352861
Argentina,1994,0.074610206,0.007969339,0.002370316,0.007969339
Argentina,1995,-0.010918121,-0.001206217,0.002319236,-0.001206217
Argentina,1996,0.041917112,0.004517148,0.002291185,0.004517148
Argentina,1997,0.063401894,0.006732058,0.002240681,0.006732058
Argentina,1998,0.008960692,0.000970402,0.002201798,0.000970402
Argentina,1999,-0.062123641,-0.006970072,0.002174427,-0.006970072
Argentina,2000,-0.008152237,-0.000895815,0.002135983,-0.000895815
Argentina,2001,-0.063955467,-0.007239438,0.002097777,-0.007239438
Argentina,2002,-0.623997203,-0.107924313,0.002126969,-0.107924313
Argentina,2003,0.258559127,0.028442958,0.002133625,0.028442958
Argentina,2004,0.171155842,0.019000317,0.002106789,0.019000317
Argentina,2005,0.205457604,0.022053034,0.002057865,0.022053034
Argentina,2006,0.177251195,0.018843135,0.002020337,0.018843135
Argentina,2007,0.24264815,0.024621935,0.001983028,0.024621935
Argentina,2008,0.219764307,0.021974279,0.00195699,0.021974279
Argentina,2009,-0.076393837,-0.008601417,0.001909029,-0.008601417
Argentina,2010,0.210610438,0.02086594,0.001883364,0.02086594
Argentina,2011,0.195618397,0.019106815,0.001835851,0.019106815
Argentina,2012,0.070203173,0.007119885,0.001777622,0.007119885
Argentina,2013,0.002358112,0.000245417,0.0017197,0.000245417
Australia,1971,0.095214133,0.01114367,0.003928927,0.01114367
Australia,1972,0.158086193,0.017784716,0.000946262,0.017784716
Australia,1973,0.424634341,0.042136303,0.000933696,0.042136303
Australia,1974,0.176754414,0.018594342,0.000932825,0.018594342
Australia,1975,0.053832376,0.005880842,0.000931956,0.005880842
Australia,1976,0.065148151,0.007037363,0.000919449,0.007037363
Australia,1977,-0.020085757,-0.002246602,-0.000697674,-0.002246602
Australia,1978,0.154060937,0.015900941,-0.000686525,0.015900941
Australia,1979,0.094617883,0.009875494,-0.000698641,0.009875494
Australia,1980,0.139330731,0.014109482,-0.000710782,0.014109482
Australia,1981,0.150158704,0.014922088,-0.000699627,0.014922088
Australia,1982,-0.062174129,-0.00674611,-0.000700117,-0.00674611
Australia,1983,-0.011779248,-0.001253739,-0.000700607,-0.001253739
Australia,1984,0.056733642,0.005846107,-0.000701098,0.005846107
Australia,1985,-0.131438061,-0.014842049,-0.00070159,-0.014842049
Australia,1986,0.034987153,0.003676599,-0.000702083,0.003676599
Australia,1987,0.170093575,0.016732619,0,0.016732619
Australia,1988,0.245465698,0.022997431,0,0.022997431
Australia,1989,0.091062403,0.008925413,0,0.008925413
Australia,1990,-0.002587142,-0.000262951,0,-0.000262951
Australia,1991,0.004607444,0.000466733,0,0.000466733
Australia,1992,-0.022345123,-0.002293426,0.001943794,-0.002293426
Australia,1993,-0.03756516,-0.003894701,0.002127013,-0.003894701
Australia,1994,0.130112778,0.012490626,0.002099174,0.012490626
Australia,1995,0.069919288,0.006816221,0.002071502,0.006816221
Australia,1996,0.097773621,0.009344638,0.002055606,0.009344638
Australia,1997,-0.009027996,-0.000900065,0.002561339,-0.000900065
Australia,1998,-0.119209051,-0.0126092,0.002577915,-0.0126092
Australia,1999,0.080788541,0.00781605,0.002536696,0.00781605
Australia,2000,-0.052553516,-0.005388992,0.002507275,-0.005388992
Australia,2001,-0.057980085,-0.005994692,0.002443641,-0.005994692
Australia,2002,0.103639766,0.00995705,0.001865458,0.00995705
Australia,2003,0.268797305,0.023800971,0.001759176,0.023800971
Australia,2004,0.197925128,0.017634842,0.001756086,0.017634842
Australia,2005,0.106929247,0.009748399,0.001718858,0.009748399
Australia,2006,0.056463791,0.005219856,0.001704545,0.005219856
Australia,2007,0.183008258,0.015888214,0.001678956,0.015888214
Australia,2008,0.050476997,0.004582682,0.001664817,0.004582682
Australia,2009,-0.059409366,-0.005673674,0.001639437,-0.005673674
Australia,2010,0.255339467,0.021186084,0.001614178,0.021186084
Australia,2011,0.170415491,0.014356047,0.001600307,0.014356047
Australia,2012,0.015599559,0.001392196,0.001575246,0.001392196
Australia,2013,-0.041754436,-0.00383072,0.001550301,-0.00383072
Austria,1971,0.156149638,0.019030229,0.000658923,0.019030229
Austria,1972,0.229715932,0.02661455,0.000153137,0.02661455
Austria,1973,0.332783116,0.036015192,0.000153114,0.036015192
Austria,1974,0.189000113,0.020948808,0.00015309,0.020948808
Austria,1975,0.136941251,0.015212257,0.000153067,0.015212257
Austria,1976,0.072737689,0.00819772,0.000153043,0.00819772
Austria,1977,0.201912362,0.021297981,0.00015302,0.021297981
Austria,1978,0.206666381,0.021301449,0.000152996,0.021301449
Austria,1979,0.194427409,0.019725316,0.000152973,0.019725316
Austria,1980,0.111587634,0.01151797,0.00015295,0.01151797
Austria,1981,-0.133752325,-0.01545496,0.000214097,-0.01545496
Austria,1982,0.003211348,0.000350523,0.000626863,0.000350523
Austria,1983,0.010999508,0.001195552,0.000611191,0.001195552
Austria,1984,-0.058412807,-0.006570012,0.000610818,-0.006570012
Austria,1985,0.019398147,0.002111049,0.000610445,0.002111049
Austria,1986,0.425698305,0.038887956,0.000610072,0.038887956
Austria,1987,0.252374982,0.023751724,0.0006097,0.023751724
Austria,1988,0.071852717,0.007153621,0.000609329,0.007153621
Austria,1989,-0.004918933,-0.000504758,0.000593734,-0.000504758
Austria,1990,0.244302656,0.022385251,0.000608596,0.022385251
Austria,1991,0.036358309,0.003577437,0.000532198,0.003577437
Austria,1992,0.112272705,0.010620849,0,0.010620849
Austria,1993,-0.033421128,-0.00335729,0,-0.00335729
Austria,1994,0.060341619,0.005806303,0,0.005806303
Austria,1995,0.17728319,0.016080464,0,0.016080464
Austria,1996,-0.018496642,-0.001810365,0,-0.001810365
Austria,1997,-0.103667088,-0.010631676,0,-0.010631676
Austria,1998,0.025889498,0.002509665,0,0.002509665
Austria,1999,-0.004257444,-0.000417869,0,-0.000417869
Austria,2000,-0.095061117,-0.009787233,0,-0.009787233
Austria,2001,-0.00093459,-9.25218E-05,1.51976E-05,-9.25218E-05
Austria,2002,0.075721507,0.007223236,7.59867E-05,0.007223236
Austria,2003,0.216514835,0.01925605,9.11771E-05,0.01925605
Austria,2004,0.143063519,0.012889024,9.11688E-05,0.012889024
Austria,2005,0.043469826,0.004049516,9.11605E-05,0.004049516
Austria,2006,0.057476526,0.005297019,7.59601E-05,0.005297019
Austria,2007,0.151253228,0.013280019,9.11452E-05,0.013280019
Austria,2008,0.102516293,0.009081069,9.11369E-05,0.009081069
Austria,2009,-0.073573028,-0.007046772,9.11286E-05,-0.007046772
Austria,2010,-0.023430904,-0.002201819,7.59336E-05,-0.002201819
Austria,2011,0.097182391,0.008631852,9.11134E-05,0.008631852
Austria,2012,-0.053647212,-0.005087968,9.11051E-05,-0.005087968
Austria,2013,0.047043812,0.004263595,0.000303656,0.004263595
Bangladesh,1971,-0.117296006,-0.026678784,0.040563677,-0.026678784
Bangladesh,1972,0.096479866,0.020234788,0.040501202,0.020234788
Bangladesh,1973,0.073534146,0.015279379,0.040384381,0.015279379
Bangladesh,1974,0.17529307,0.034257037,0.056237577,0.034257037
Bangladesh,1975,0.027905505,0.005644185,0.088775736,0.005644185
Bangladesh,1976,0.089298406,0.017441955,0.087942253,0.017441955
Bangladesh,1977,0.026297638,0.005202541,0.086814316,0.005202541
Bangladesh,1978,0.246545825,0.043939905,0.085898538,0.043939905
Bangladesh,1979,0.125252937,0.022538729,0.084883997,0.022538729
Bangladesh,1980,0.10254593,0.018234188,0.083935479,0.018234188
Bangladesh,1981,-0.012849746,-0.002372417,0.063968756,-0.002372417
Bangladesh,1982,-0.113868935,-0.022228723,0.026011012,-0.022228723
Bangladesh,1983,-0.006144126,-0.001158999,0.025845053,-0.001158999
Bangladesh,1984,0.141465968,0.024911092,0.025795202,0.024911092
Bangladesh,1985,0.010293285,0.001881184,0.025556858,0.001881184
Bangladesh,1986,0.026893184,0.004865791,0.025434385,0.004865791
Bangladesh,1987,0.106243802,0.018423505,0.025305167,0.018423505
Bangladesh,1988,0.052015061,0.009084933,0.025224246,0.009084933
Bangladesh,1989,0.058797669,0.010144181,0.024974813,0.010144181
Bangladesh,1990,0.018515615,0.003224685,0.024883601,0.003224685
Bangladesh,1991,0.043824771,0.00751473,0.022512745,0.00751473
Bangladesh,1992,-0.001916391,-0.000333572,0.017426075,-0.000333572
Bangladesh,1993,0.010248663,0.001773722,0.017273168,0.001773722
Bangladesh,1994,0.040404294,0.006878009,0.01726605,0.006878009
Bangladesh,1995,0.101011104,0.016595623,0.017113653,0.016595623
Bangladesh,1996,0.029233389,0.004888176,0.017102291,0.004888176
Bangladesh,1997,0.013443232,0.002254357,0.016950689,0.002254357
Bangladesh,1998,0.016009837,0.00267533,0.016935556,0.00267533
Bangladesh,1999,0.028696621,0.004752873,0.016828819,0.004752873
Bangladesh,2000,-0.002647632,-0.000443259,0.016722696,-0.000443259
Bangladesh,2001,-0.018206708,-0.003073493,0.021449767,-0.003073493
Bangladesh,2002,0.021516287,0.003571825,0.027390438,0.003571825
Bangladesh,2003,0.078105914,0.012573499,0.027185329,0.012573499
Bangladesh,2004,0.066700899,0.010661385,0.026937748,0.010661385
Bangladesh,2005,0.01632015,0.002644705,0.026614077,0.002644705
Bangladesh,2006,0.033994097,0.00544691,0.026409042,0.00544691
Bangladesh,2007,0.125131985,0.019106535,0.026165643,0.019106535
Bangladesh,2008,0.14803508,0.021952779,0.025888019,0.021952779
Bangladesh,2009,0.10769648,0.015915425,0.02557995,0.015915425
Bangladesh,2010,0.107446165,0.015631477,0.025345855,0.015631477
Bangladesh,2011,0.066637193,0.009728721,0.0250476,0.009728721
Bangladesh,2012,0.030294558,0.004457443,0.0244996,0.004457443
Bangladesh,2013,0.176444058,0.024161848,0.023851204,0.024161848
Belgium,1971,0.113345717,0.013543029,0.001417261,0.013543029
Belgium,1972,0.244802522,0.0272515,0.001383332,0.0272515
Belgium,1973,0.280631573,0.029966303,0.001349542,0.029966303
Belgium,1974,0.171574897,0.018625476,0.001326499,0.018625476
Belgium,1975,0.169989954,0.018128591,0.001292948,0.018128591
Belgium,1976,0.08074129,0.00880645,0.00127011,0.00880645
Belgium,1977,0.162569373,0.016935034,0.00217759,0.016935034
Belgium,1978,0.21991946,0.02197644,0.002099023,0.02197644
Belgium,1979,0.146856742,0.014822887,0.002010421,0.014822887
Belgium,1980,0.088932315,0.009081775,0.001943359,0.009081775
Belgium,1981,-0.175091295,-0.020333305,0.001614577,-0.020333305
Belgium,1982,-0.121297119,-0.013943287,0.001067672,-0.013943287
Belgium,1983,-0.053882344,-0.00605696,0.00104562,-0.00605696
Belgium,1984,-0.044609297,-0.00502079,0.001023638,-0.00502079
Belgium,1985,0.034127182,0.003710683,0.000991287,0.003710683
Belgium,1986,0.38982186,0.036264351,0.000969457,0.036264351
Belgium,1987,0.243208954,0.023143658,0.000958104,0.023143658
Belgium,1988,0.084702256,0.00844822,0.000925974,0.00844822
Belgium,1989,0.009729509,0.00099765,0.000914723,0.00099765
Belgium,1990,0.247067907,0.022727305,0.000882732,0.022727305
Belgium,1991,0.021856358,0.002176071,0.000871577,0.002176071
Belgium,1992,0.11104604,0.010575259,0.000839718,0.010575259
Belgium,1993,-0.046827189,-0.004766028,0.000828655,-0.004766028
Belgium,1994,0.085661254,0.008206836,0.00080727,0.008206836
Belgium,1995,0.172399393,0.015752567,0.000796277,0.015752567
Belgium,1996,-0.031217945,-0.003092404,0.000764644,-0.003092404
Belgium,1997,-0.096755484,-0.009952995,0.000753735,-0.009952995
Belgium,1998,0.020821682,0.00203585,0.00074285,0.00203585
Belgium,1999,-0.002515299,-0.000248294,0.00071137,-0.000248294
Belgium,2000,-0.088278586,-0.009113952,0.00064905,-0.009113952
Belgium,2001,-0.002896712,-0.000288702,0.000576559,-0.000288702
Belgium,2002,0.084467005,0.008072326,0.000565937,0.008072326
Belgium,2003,0.227353933,0.020230443,0.000545049,0.020230443
Belgium,2004,0.156680943,0.014088827,0.000544752,0.014088827
Belgium,2005,0.037824912,0.003543755,0.000534183,0.003543755
Belgium,2006,0.053350287,0.004943539,0.00052363,0.004943539
Belgium,2007,0.140283372,0.01242461,0.000502832,0.01242461
Belgium,2008,0.091600676,0.008193319,0.00050258,0.008193319
Belgium,2009,-0.073685853,-0.007097203,0.000492076,-0.007097203
Belgium,2010,-0.010066634,-0.000944845,0.000481587,-0.000944845
Belgium,2011,0.084015452,0.00754077,0.000471114,0.00754077
Belgium,2012,-0.060192364,-0.005759457,0.000460655,-0.005759457
Belgium,2013,0.047819248,0.00435871,0.000450211,0.00435871
Bolivia,1971,0.057242024,0.010160154,0.007693081,0.010160154
Bolivia,1972,0.140054976,0.023684442,0.007659298,0.023684442
Bolivia,1973,-0.008675852,-0.001538067,0.00760108,-0.001538067
Bolivia,1974,0.613610011,0.084586102,0.007568311,0.084586102
Bolivia,1975,0.089410705,0.013958467,0.007560238,0.013958467
Bolivia,1976,0.118595099,0.01801605,0.00750351,0.01801605
Bolivia,1977,-0.01756749,-0.002798689,0.019748222,-0.002798689
Bolivia,1978,0.066669581,0.010220131,0.023465109,0.010220131
Bolivia,1979,0.058747363,0.008948213,0.023042217,0.008948213
Bolivia,1980,0.050174327,0.007605743,0.022680737,0.007605743
Bolivia,1981,0.077732151,0.011542169,0.02217773,0.011542169
Bolivia,1982,-0.007940678,-0.001215198,0.021804171,-0.001215198
Bolivia,1983,-0.030051543,-0.004656539,0.02135996,-0.004656539
Bolivia,1984,0.005273294,0.000806407,0.020995751,0.000806407
Bolivia,1985,-0.00175764,-0.000269511,0.020503394,-0.000269511
Bolivia,1986,-0.028349226,-0.004407099,0.020111245,-0.004407099
Bolivia,1987,0.027798642,0.004220422,0.019675948,0.004220422
Bolivia,1988,0.040932851,0.006148969,0.019296276,0.006148969
Bolivia,1989,0.001908716,0.000290493,0.018818961,0.000290493
Bolivia,1990,0.008085822,0.001226469,0.0184347,0.001226469
Bolivia,1991,0.072052419,0.010582859,0.018029041,0.010582859
Bolivia,1992,0.031561138,0.004676983,0.017126496,0.004676983
Bolivia,1993,-0.007514449,-0.001130019,0.010756238,-0.001130019
Bolivia,1994,0.019074824,0.00283396,0.010624581,0.00283396
Bolivia,1995,0.097487727,0.013912565,0.010461853,0.013912565
Bolivia,1996,0.07732101,0.010985954,0.008265993,0.010985954
Bolivia,1997,0.048446332,0.006902642,0.008164833,0.006902642
Bolivia,1998,0.049553627,0.007008279,0.008049023,0.007008279
Bolivia,1999,-0.045172317,-0.006651487,0.007968324,-0.006651487
Bolivia,2000,-0.007011269,-0.001019224,0.007872732,-0.001019224
Bolivia,2001,-0.049960069,-0.007431788,0.007746547,-0.007431788
Bolivia,2002,-0.048127739,-0.007205938,0.007670951,-0.007205938
Bolivia,2003,0.002713392,0.000398743,0.007532927,0.000398743
Bolivia,2004,0.065282563,0.009302261,0.007397572,0.009302261
Bolivia,2005,0.06900498,0.009724893,0.007249106,0.009724893
Bolivia,2006,0.178757117,0.023737427,0.007134623,0.023737427
Bolivia,2007,0.126841681,0.016836651,0.006991276,0.016836651
Bolivia,2008,0.250526853,0.030998146,0.006850578,0.030998146
Bolivia,2009,0.023347062,0.003103739,0.006727689,0.003103739
Bolivia,2010,0.114992132,0.014593052,0.006591808,0.014593052
Bolivia,2011,0.198965311,0.0239781,0.006458315,0.0239781
Bolivia,2012,0.111720306,0.013667123,0.006342084,0.013667123
Bolivia,2013,0.112023101,0.013517521,0.006198071,0.013517521
Brazil,1971,0.090076745,0.014607878,0.017617915,0.014607878
Brazil,1972,0.256647596,0.038135184,0.017312898,0.038135184
Brazil,1973,0.382653756,0.05209988,0.016862765,0.05209988
Brazil,1974,0.252152397,0.034367536,0.016498173,0.034367536
Brazil,1975,0.148454213,0.020452323,0.01609668,0.020452323
Brazil,1976,0.154609129,0.020816351,0.015726529,0.020816351
Brazil,1977,0.136696025,0.018173977,0.015288687,0.018173977
Brazil,1978,0.108963372,0.014408529,0.014930849,0.014408529
Brazil,1979,0.076823797,0.010164891,0.014554028,0.010164891
Brazil,1980,0.003267489,0.000443498,0.014205822,0.000443498
Brazil,1981,0.152974798,0.019343584,0.013777723,0.019343584
Brazil,1982,0.034440456,0.004514071,0.013439807,0.004514071
Brazil,1983,-0.302444146,-0.04779998,0.013083167,-0.04779998
Brazil,1984,0.007552798,0.001048725,0.012738106,0.001048725
Brazil,1985,0.045503493,0.006195547,0.012346037,0.006195547
Brazil,1986,0.178026386,0.022671088,0.012038018,0.022671088
Brazil,1987,0.075486082,0.009846544,0.011682673,0.009846544
Brazil,1988,0.096266462,0.012314701,0.011366019,0.012314701
Brazil,1989,0.335940783,0.038335082,0.011017113,0.038335082
Brazil,1990,0.05259039,0.006533349,0.010705643,0.006533349
Brazil,1991,-0.08490842,-0.011237108,0.010389329,-0.011237108
Brazil,1992,-0.057238038,-0.007549309,0.01009506,-0.007549309
Brazil,1993,0.104882395,0.012871881,0.009768835,0.012871881
Brazil,1994,0.404833309,0.043310971,0.009477429,0.043310971
Brazil,1995,0.319978424,0.033904137,0.009193399,0.033904137
Brazil,1996,0.075368333,0.008583089,0.008916377,0.008583089
Brazil,1997,0.021790161,0.002524576,0.009527215,0.002524576
Brazil,1998,-0.045976029,-0.005498369,0.009272847,-0.005498369
Brazil,1999,-0.314465987,-0.044350588,0.008962034,-0.044350588
Brazil,2000,0.082394658,0.009732197,0.008646392,0.009732197
Brazil,2001,-0.15239839,-0.020128053,0.004446251,-0.020128053
Brazil,2002,-0.099224366,-0.0129824,0.004009662,-0.0129824
Brazil,2003,0.077411682,0.009384966,0.003944797,0.009384966
Brazil,2004,0.186838519,0.021359968,0.003868472,0.021359968
Brazil,2005,0.313692317,0.033311392,0.003792974,0.033311392
Brazil,2006,0.221845719,0.02367377,0.003730352,0.02367377
Brazil,2007,0.242550597,0.025065791,0.003668379,0.025065791
